P8450	peak bagging classification	recognised peak bagging classification of a mountain or hill
P8453	public transport stop	general (e.g. nearest) public transport stop (bus, tram, train, subway)
P8464	content partnership category	Wikimedia Commons category for media files contributed by this institution
P8480	Ofsted inspection rating	grade for a school inspection by Ofsted
P8500	Vietnamese middle name	middle name of a Vietnamese person; use P735 qualified by P1545 for the middle name of a partially westernized name
P852	ESRB rating	North American video game content rating
P853	CERO rating	Japanese video game rating system
P8546	recording location	location where a media item (sound, video, etc.) was recorded
P8571	external auditor	external company or person appointed to audit a business' or an organization's books, requirement for many companies
P859	sponsor	organization or individual that sponsors this item
P8596	category for the exterior of the item	category for multimedia files depicting exterior views of this item (object, place)
P86	composer	"person(s) who wrote the music [for lyricist, use ""lyrics by"" (P676)]"
P8646	expansion of	expansion pack of a game (video game, tabletop or board game)
P8652	Netflix maturity rating	content rating used and determined by Netflix in countries where local ratings do not apply to streaming media
P8670	character designer	person in charge of developing the style and concept of a character in a video game, anime or other creative work
P868	foods traditionally associated	foods usually during the ceremony or associated with a certain settlement
P8693	fandom	fan group of a celebrity, musical group, artist, work, etc.
P87	librettist	author of the libretto (words) of an opera, operetta, oratorio or cantata, or of the book of a musical
P870	instrumentation	combination of musical instruments employed in a composition or accompanying a (folk) dance
P8701	has census	general population census of the country or region
P8702	parallel street	closest street(s) that run parallel to the item
P8703	entry in abbreviations table	abbreviation of name of concept in a publication's list of abbreviations
P872	printed by	"organization or person who printed the creative work (if different from ""publisher"")"
P873	phase point	phase point to describe critical point and triple point (see talk page for an example)
P8738	permits	the norm or license permits people to engage in the object
P8739	prohibits	subject proscribes a prohibition of the object (use qualifiers to specify context)
P8745	check-in time	the earliest time of day at which a reserved room in a hotel, inn or lodge is available to an arriving guest
P8746	check-out time	the latest time of day a guest may check out of a hotel or lodge without incurring additional cost
P878	avionics	notable sensors, electronics, and other avionics installed in the subject aircraft
P8786	dedicated heritage entity	heritage entity dedicated to or associated with the item's subject
P88	commissioned by	person or organization that commissioned this work
P880	CPU	central processing unit found within the subject item
P881	type of variable star	type of star
P8810	parent	parent of the subject. Only use if neither father (P22) nor mother (P25) nor stepparent (P3448) is applicable.
P8822	epithet	has an epithet (byname), for a human, a character or a deity
P8839	hairstyle / hairlength	style or length of cutting, arranging, or combing the hair on the subject's scalp
P885	origin of the watercourse	main source of a river, stream or lake
P8852	facial hair	style of cutting, arranging, or combing the hair on the subject's face (usually on the chin, cheeks, and upper lip region); beard
P8865	mathematical inverse	inverse element with respect to binary operation given as a qualifier using P2210
P8866	has operator	mathematical operator associated with this algebraic structure
P8874	Hong Kong film rating	Hong Kong film classification system
P8875	indexed in bibliographic review	bibliographic review(s) and/or database(s) which index this academic journal
P8889	MTRCB rating	rating of a film or television program in the Philippines
P8901	ELSPA rating	rating of a video game in the British ELSPA rating system (1994 - Spring 2003)
P8927	kunya	teknonym in Arabic names, the name of an adult derived from their eldest child or from their characteristics
P8933	category for the view from the item	category for the view from this item (object, place)
P8938	artistic director	person responsible for the overall artistic vision of an organization and for its execution. See also P3174 for works.
P8939	Google Play developer slug	human-readable identifier for a developer on the Google Play Store
P8956	compatible with	this work, product, object or standard can interact with another work, product, object or standard
P8984	CPV Supplementary	supplementary code for Common Procurement Vocabulary (CPV, P5417) expanding the description of the subject of a contract by adding further details regarding the nature or destination of the object of the contract in the EU
P8989	category for the view of the item	category for the view of this item (object, place)
P901	FIPS 10-4 (countries and regions)	Identifier for countries and regions per former Federal Information Processing Standard FIPS 10-4
P9028	CCC classification	Chilean video game content rating as dictated by Decree 51
P9030	solution to	a mathematical object that satisfies the criteria for a mathematical problem
P9047	archaeological site of	at this archeological site the object has been uncovered
P9059	subdivision of this unit	name of subdivision of this unit/currency
P9071	character type	generic character type that this fictional character represents
P9072	derived from organism type	the taxon that the organism from which the subject cell line was derived belonged to (different from found in taxon (P703) because cell lines are derived only once from a single individual)
P908	PEGI rating	European video game content rating system
P9086	BAMID film rating	rating in the Taiwanese movie content rating system
P91	sexual orientation	the sexual orientation of the person relative to their declared gender — use ONLY IF they have stated it themselves, unambiguously, or it has been widely agreed upon by historians after their death
P912	has facility	the subject item has this type of facility, e.g. toilet, car park
P913	notation	mathematical notation or another symbol
P9139	first family name in Portuguese name	first (generally maternal) family name in Portuguese names
P914	USK rating	German video game content rating - see talk page for appropriate values
P915	filming location	"actual place where this scene/film was shot. For the setting, use ""narrative location"" (P840)"
P916	GSRR rating	Taiwanese video game content rating system
P9161	thesis committee member	"member of the committee for this thesis or dissertation; for any type of thesis (bachelor's, master's, doctoral, etc.). Qualify with ""object has role"" (P3831) to indicate chair"
P9191	letterer	person responsible for drawing the comic book's text, word balloons, etc.
P9192	sensors	notable sensors in the electronic device
P9215	set during recurring event	recurring event (e.g. season, month, holiday) during which this fictional work is set
P922	magnetic ordering	magnetic ordering of a substance
P923	medical examination	examinations that might be used to diagnose and/or prognose the medical condition
P9234	supplement to	subject work or edition updates or otherwise complements the object work or edition
P9235	seismic classification	seismic risk zone which the administrative entity that receives the seismic classification is in
P9237	reissue of	reissue of musical work, release
P9239	affiliated worker organisation	organization representing workers in a specific company
P924	possible treatment	health treatment used to resolve or ameliorate a medical condition
P926	postsynaptic connection	neuron connects on its postsynaptic end to
P927	anatomical location	where in the body or cell does this feature lie or happen
P928	activating neurotransmitter	which neurotransmitter activates the neuron
P930	type of electrification	electrification system scheme and/or voltage
P9302	script style	style of script of a document or typeface
P931	place served by transport hub	territorial entity or entities served by this transport hub (airport, train station, etc.)
P9344	has graphical element	mark, motif, coat of arms, map, or other graphic element added to a creative work
P935	Commons gallery	name of the Wikimedia Commons gallery page(s) related to this item (is suitable to allow multiple links to more gallery pages)
P9353	does not have cause	expected cause, assumed cause or usual cause absent here
P941	inspired by	work, human, place or event which inspired this creative work or fictional entity
P9419	personal library at	institution holding the subject’s personal library
P942	theme music	the theme music/song used by the item
P943	programmer	the programmer that wrote the piece of software
P944	code of nomenclature	the code that governs the scientific name of this taxon
P945	allegiance	country (or other power) that the person or group serves
P9493	artist files at	institution or collection that holds artist files about the subject
P9549	official podcast	official podcast of this person or organization
P9566	diel cycle	"pattern of diel activity in animals, such as ""nocturnal"" (Q101029366), ""diurnal"" (Q4284186)"
P9597	type of lens	type of lens used in a lighthouse, telescope, camera, etc.
P9600	oral history at	institution holding an oral history of the subject
P9611	district heating grid	district heating (or cooling) grid of region/locality connecting producers and residential or commercial consumers in the area
P9652	personality trait of fictional character	particular personality trait which applies to this fictional character
P9660	not found in	publication or database relevant to the topic that would generally include similar subjects, but in which the subject isn't described or attested. Use if there is no external-id property for the work.
P967	guest of honor	guest(s) of honor invited to an event, e.g. a convention
P9681	voted on by	a legislative house in which a legislative act was voted on
P9683	Qualis rank	rank of an academic journal on the Qualis/CAPES system
P97	noble title	titles held by the person
P9700	delta of	river that empties water and sediment into its delta
P9714	taxon range	geographic area(s) where a taxon is found
P972	catalog	catalog for the item, or, as a qualifier of P528 – catalog for which the 'catalog code' is valid
P974	tributary	watercourse that flows into an other one (for lake inflows use P200)
P9745	translation of	edition, version, or expression that this translation is translated from
P9793	setlist	performances of songs or other music at an event; concert program
P9798	Classification of the Functions of Government	UN classification to compare government agencies across countries
P9803	UEFA stadium category	Category of the sports facility according to the UEFA Stadium Infrastructure Regulations
P9813	container	the type or representing item that is located outside of and is not part of the item and fully contains it
P984	IOC country code	three-letter abbreviation country code by the International Olympic Committee
P9866	GRAC rating	age rating category as designated by the South Korean Game Rating and Administration Committee (GRAC)
P9883	created for	a work, event, etc. for which the subject work was created (e.g., a presidential inauguration that a poem was written for; a competition that a play was created for; a film that a screenplay was written for)
P9888	NZTCS conservation status	the conservation status from the New Zealand Threat Classification System assigned by the New Zealand Department of Conservation
P9895	SMECCV classification	Video game content rating category by the Secretariat of the Interior of Mexico
P9897	App Store age rating	content rating category by Apple for software published at the App Store
P9899	music created for	a work, event, etc. for which a musical composition was created (e.g., a play for which incidental music was composed; a ballet for which ballet music was written; a film for which motion picture music was created)
P9901	issuing agent of work	organization, agency, or other entity responsible for issuing a serial or other continuing resource, such as the official publication of the entity; distinct from commercial publisher of the resource
P991	successful candidate	person(s) or political organization(s) elected after the election
P9926	template populates category	Wikimedia category which is populated by a template
P9929	madhhab	Islamic school of thought within Fiqh
P9969	critical catalogue	a comprehensive, annotated listing of all the known artworks by an artist either in a particular medium or all media.
P9977	isotopically modified form of	given molecular entity is a form with natural isotopic composition
